_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
1758,Verkehrsunfälle,mit Personenschäden,2026,202608,NA,478,NA,NA,NA
1759,Verkehrsunfälle,mit Personenschäden,2026,202609,NA,543,NA,NA,NA
1760,Verkehrsunfälle,mit Personenschäden,2026,202610,NA,509,NA,NA,NA
1761,Verkehrsunfälle,mit Personenschäden,2026,202611,NA,417,NA,NA,NA
1762,Verkehrsunfälle,mit Personenschäden,2026,202612,NA,293,NA,NA,NA
1763,Verkehrsunfälle,mit Personenschäden,2025,Summe,5498,5270,NA,4.33,NA
1764,Verkehrsunfälle,mit Personenschäden,2025,202501,267,253,-7.93,5.53,440
1765,Verkehrsunfälle,mit Personenschäden,2025,202502,288,281,7.87,2.49,441
1766,Verkehrsunfälle,mit Personenschäden,2025,202503,368,359,27.78,2.51,442
1767,Verkehrsunfälle,mit Personenschäden,2025,202504,488,504,32.61,-3.17,440
1768,Verkehrsunfälle,mit Personenschäden,2025,202505,573,514,17.42,11.48,445
1769,Verkehrsunfälle,mit Personenschäden,2025,202506,579,565,1.05,2.48,446
1770,Verkehrsunfälle,mit Personenschäden,2025,202507,695,671,20.03,3.58,448
1771,Verkehrsunfälle,mit Personenschäden,2025,202508,478,522,-31.22,-8.43,445
1772,Verkehrsunfälle,mit Personenschäden,2025,202509,543,509,13.6,6.68,448
1773,Verkehrsunfälle,mit Personenschäden,2025,202510,509,469,-6.26,8.53,451
1774,Verkehrsunfälle,mit Personenschäden,2025,202511,417,333,-18.07,25.23,458
1775,Verkehrsunfälle,mit Personenschäden,2025,202512,293,290,-29.74,1.03,458
1776,Verkehrsunfälle,mit Personenschäden,2024,Summe,5270,5310,NA,-0.75,NA
1777,Verkehrsunfälle,mit Personenschäden,2024,202401,253,260,-0.39,-2.69,442
1778,Verkehrsunfälle,mit Personenschäden,2024,202402,281,279,11.07,0.72,442
1779,Verkehrsunfälle,mit Personenschäden,2024,202403,359,412,27.76,-12.86,438
1780,Verkehrsunfälle,mit Personenschäden,2024,202404,504,310,40.39,62.58,454
1781,Verkehrsunfälle,mit Personenschäden,2024,202405,514,487,1.98,5.54,456
1782,Verkehrsunfälle,mit Personenschäden,2024,202406,565,650,9.92,-13.08,449
1783,Verkehrsunfälle,mit Personenschäden,2024,202407,671,641,18.76,4.68,452
1784,Verkehrsunfälle,mit Personenschäden,2024,202408,522,407,-22.21,28.26,461
1785,Verkehrsunfälle,mit Personenschäden,2024,202409,509,608,-2.49,-16.28,453
1786,Verkehrsunfälle,mit Personenschäden,2024,202410,469,580,-7.86,-19.14,444
1787,Verkehrsunfälle,mit Personenschäden,2024,202411,333,422,-29,-21.09,436
1788,Verkehrsunfälle,mit Personenschäden,2024,202412,290,254,-12.91,14.17,439
1789,Verkehrsunfälle,mit Personenschäden,2023,Summe,5310,5313,NA,-0.06,NA
1790,Verkehrsunfälle,mit Personenschäden,2023,202301,260,252,-15.86,3.17,443
1791,Verkehrsunfälle,mit Personenschäden,2023,202302,279,253,7.31,10.28,446
1792,Verkehrsunfälle,mit Personenschäden,2023,202303,412,414,47.67,-0.48,445
1793,Verkehrsunfälle,mit Personenschäden,2023,202304,310,353,-24.76,-12.18,442
1794,Verkehrsunfälle,mit Personenschäden,2023,202305,487,611,57.1,-20.29,432
1795,Verkehrsunfälle,mit Personenschäden,2023,202306,650,545,33.47,19.27,440
1796,Verkehrsunfälle,mit Personenschäden,2023,202307,641,640,-1.38,0.16,440
1797,Verkehrsunfälle,mit Personenschäden,2023,202308,407,506,-36.51,-19.57,432
1798,Verkehrsunfälle,mit Personenschäden,2023,202309,608,520,49.39,16.92,439
1799,Verkehrsunfälle,mit Personenschäden,2023,202310,580,478,-4.61,21.34,448
1800,Verkehrsunfälle,mit Personenschäden,2023,202311,422,432,-27.24,-2.31,447
1801,Verkehrsunfälle,mit Personenschäden,2023,202312,254,309,-39.81,-17.8,443
1802,Verkehrsunfälle,mit Personenschäden,2022,Summe,5313,4814,NA,10.37,NA
1803,Verkehrsunfälle,mit Personenschäden,2022,202201,252,157,-10,60.51,409
1804,Verkehrsunfälle,mit Personenschäden,2022,202202,253,219,0.4,15.53,412
1805,Verkehrsunfälle,mit Personenschäden,2022,202203,414,290,63.64,42.76,422
1806,Verkehrsunfälle,mit Personenschäden,2022,202204,353,330,-14.73,6.97,424
1807,Verkehrsunfälle,mit Personenschäden,2022,202205,611,369,73.09,65.58,444
1808,Verkehrsunfälle,mit Personenschäden,2022,202206,545,643,-10.8,-15.24,436
1809,Verkehrsunfälle,mit Personenschäden,2022,202207,640,624,17.43,2.56,438
1810,Verkehrsunfälle,mit Personenschäden,2022,202208,506,449,-20.94,12.69,442
1811,Verkehrsunfälle,mit Personenschäden,2022,202209,520,594,2.77,-12.46,436
1812,Verkehrsunfälle,mit Personenschäden,2022,202210,478,491,-8.08,-2.65,435
1813,Verkehrsunfälle,mit Personenschäden,2022,202211,432,368,-9.62,17.39,440
1814,Verkehrsunfälle,mit Personenschäden,2022,202212,309,280,-28.47,10.36,443
1815,Verkehrsunfälle,mit Personenschäden,2021,Summe,4814,4918,NA,-2.11,NA
1816,Verkehrsunfälle,mit Personenschäden,2021,202101,157,301,-41.85,-47.84,398
1817,Verkehrsunfälle,mit Personenschäden,2021,202102,219,306,39.49,-28.43,391
1818,Verkehrsunfälle,mit Personenschäden,2021,202103,290,270,32.42,7.41,392
1819,Verkehrsunfälle,mit Personenschäden,2021,202104,330,314,13.79,5.1,394
1820,Verkehrsunfälle,mit Personenschäden,2021,202105,369,416,11.82,-11.3,390
1821,Verkehrsunfälle,mit Personenschäden,2021,202106,643,496,74.25,29.64,402
1822,Verkehrsunfälle,mit Personenschäden,2021,202107,624,717,-2.95,-12.97,394
1823,Verkehrsunfälle,mit Personenschäden,2021,202108,449,487,-28.04,-7.8,391
1824,Verkehrsunfälle,mit Personenschäden,2021,202109,594,555,32.29,7.03,394
1825,Verkehrsunfälle,mit Personenschäden,2021,202110,491,489,-17.34,0.41,394
1826,Verkehrsunfälle,mit Personenschäden,2021,202111,368,297,-25.05,23.91,400
1827,Verkehrsunfälle,mit Personenschäden,2021,202112,280,270,-23.91,3.7,401
1828,Verkehrsunfälle,mit Personenschäden,2020,Summe,4918,5313,NA,-7.43,NA
1829,Verkehrsunfälle,mit Personenschäden,2020,202001,301,243,-7.67,23.87,448
1830,Verkehrsunfälle,mit Personenschäden,2020,202002,306,289,1.66,5.88,449
1831,Verkehrsunfälle,mit Personenschäden,2020,202003,270,369,-11.76,-26.83,441
1832,Verkehrsunfälle,mit Personenschäden,2020,202004,314,426,16.3,-26.29,431
1833,Verkehrsunfälle,mit Personenschäden,2020,202005,416,416,32.48,0,431
1834,Verkehrsunfälle,mit Personenschäden,2020,202006,496,615,19.23,-19.35,422
1835,Verkehrsunfälle,mit Personenschäden,2020,202007,717,762,44.56,-5.91,418
1836,Verkehrsunfälle,mit Personenschäden,2020,202008,487,451,-32.08,7.98,421
1837,Verkehrsunfälle,mit Personenschäden,2020,202009,555,533,13.96,4.13,423
1838,Verkehrsunfälle,mit Personenschäden,2020,202010,489,500,-11.89,-2.2,422
1839,Verkehrsunfälle,mit Personenschäden,2020,202011,297,383,-39.26,-22.45,415
1840,Verkehrsunfälle,mit Personenschäden,2020,202012,270,326,-9.09,-17.18,410
1841,Verkehrsunfälle,mit Personenschäden,2019,Summe,5313,5471,NA,-2.89,NA
1842,Verkehrsunfälle,mit Personenschäden,2019,201901,243,290,-13.83,-16.21,452
1843,Verkehrsunfälle,mit Personenschäden,2019,201902,289,265,18.93,9.06,454
1844,Verkehrsunfälle,mit Personenschäden,2019,201903,369,331,27.68,11.48,457
1845,Verkehrsunfälle,mit Personenschäden,2019,201904,426,519,15.45,-17.92,449
1846,Verkehrsunfälle,mit Personenschäden,2019,201905,416,528,-2.35,-21.21,440
1847,Verkehrsunfälle,mit Personenschäden,2019,201906,615,622,47.84,-1.13,440
1848,Verkehrsunfälle,mit Personenschäden,2019,201907,762,714,23.9,6.72,444
1849,Verkehrsunfälle,mit Personenschäden,2019,201908,451,456,-40.81,-1.1,443
1850,Verkehrsunfälle,mit Personenschäden,2019,201909,533,528,18.18,0.95,444
1851,Verkehrsunfälle,mit Personenschäden,2019,201910,500,529,-6.19,-5.48,441
1852,Verkehrsunfälle,mit Personenschäden,2019,201911,383,407,-23.4,-5.9,439
1853,Verkehrsunfälle,mit Personenschäden,2019,201912,326,282,-14.88,15.6,443
1854,Verkehrsunfälle,mit Personenschäden,2018,Summe,5471,5062,NA,8.08,NA
1855,Verkehrsunfälle,mit Personenschäden,2018,201801,290,242,-5.54,19.83,426
1856,Verkehrsunfälle,mit Personenschäden,2018,201802,265,277,-8.62,-4.33,425
1857,Verkehrsunfälle,mit Personenschäden,2018,201803,331,407,24.91,-18.67,419
1858,Verkehrsunfälle,mit Personenschäden,2018,201804,519,365,56.8,42.19,431
1859,Verkehrsunfälle,mit Personenschäden,2018,201805,528,545,1.73,-3.12,430
1860,Verkehrsunfälle,mit Personenschäden,2018,201806,622,568,17.8,9.51,434
1861,Verkehrsunfälle,mit Personenschäden,2018,201807,714,611,14.79,16.86,443
1862,Verkehrsunfälle,mit Personenschäden,2018,201808,456,447,-36.13,2.01,444
1863,Verkehrsunfälle,mit Personenschäden,2018,201809,528,430,15.79,22.79,452
1864,Verkehrsunfälle,mit Personenschäden,2018,201810,529,490,0.19,7.96,455
1865,Verkehrsunfälle,mit Personenschäden,2018,201811,407,373,-23.06,9.12,458
1866,Verkehrsunfälle,mit Personenschäden,2018,201812,282,307,-30.71,-8.14,456
1867,Verkehrsunfälle,mit Personenschäden,2017,Summe,5062,5329,NA,-5.01,NA
1868,Verkehrsunfälle,mit Personenschäden,2017,201701,242,298,-23.66,-18.79,439
1869,Verkehrsunfälle,mit Personenschäden,2017,201702,277,305,14.46,-9.18,437
1870,Verkehrsunfälle,mit Personenschäden,2017,201703,407,299,46.93,36.12,446
1871,Verkehrsunfälle,mit Personenschäden,2017,201704,365,447,-10.32,-18.34,439
1872,Verkehrsunfälle,mit Personenschäden,2017,201705,545,502,49.32,8.57,443
1873,Verkehrsunfälle,mit Personenschäden,2017,201706,568,592,4.22,-4.05,441
1874,Verkehrsunfälle,mit Personenschäden,2017,201707,611,623,7.57,-1.93,440
1875,Verkehrsunfälle,mit Personenschäden,2017,201708,447,469,-26.84,-4.69,438
1876,Verkehrsunfälle,mit Personenschäden,2017,201709,430,627,-3.8,-31.42,422
1877,Verkehrsunfälle,mit Personenschäden,2017,201710,490,448,13.95,9.38,425
1878,Verkehrsunfälle,mit Personenschäden,2017,201711,373,402,-23.88,-7.21,423
1879,Verkehrsunfälle,mit Personenschäden,2017,201712,307,317,-17.69,-3.15,422
1880,Verkehrsunfälle,mit Personenschäden,2016,Summe,5329,5430,NA,-1.86,NA
1881,Verkehrsunfälle,mit Personenschäden,2016,201601,298,263,-22.4,13.31,455
1882,Verkehrsunfälle,mit Personenschäden,2016,201602,305,262,2.35,16.41,459
1883,Verkehrsunfälle,mit Personenschäden,2016,201603,299,376,-1.97,-20.48,453
1884,Verkehrsunfälle,mit Personenschäden,2016,201604,447,495,49.5,-9.7,449
1885,Verkehrsunfälle,mit Personenschäden,2016,201605,502,487,12.3,3.08,450
1886,Verkehrsunfälle,mit Personenschäden,2016,201606,592,560,17.93,5.71,453
1887,Verkehrsunfälle,mit Personenschäden,2016,201607,623,708,5.24,-12.01,445
1888,Verkehrsunfälle,mit Personenschäden,2016,201608,469,481,-24.72,-2.49,444
1889,Verkehrsunfälle,mit Personenschäden,2016,201609,627,509,33.69,23.18,454
1890,Verkehrsunfälle,mit Personenschäden,2016,201610,448,475,-28.55,-5.68,452
1891,Verkehrsunfälle,mit Personenschäden,2016,201611,402,430,-10.27,-6.51,450
1892,Verkehrsunfälle,mit Personenschäden,2016,201612,317,384,-21.14,-17.45,444
1893,Verkehrsunfälle,mit Personenschäden,2015,Summe,5430,5523,NA,-1.68,NA
1894,Verkehrsunfälle,mit Personenschäden,2015,201501,263,324,-20.54,-18.83,455
1895,Verkehrsunfälle,mit Personenschäden,2015,201502,262,309,-0.38,-15.21,451
1896,Verkehrsunfälle,mit Personenschäden,2015,201503,376,460,43.51,-18.26,444
1897,Verkehrsunfälle,mit Personenschäden,2015,201504,495,455,31.65,8.79,448
1898,Verkehrsunfälle,mit Personenschäden,2015,201505,487,536,-1.62,-9.14,444
1899,Verkehrsunfälle,mit Personenschäden,2015,201506,560,558,14.99,0.36,444
1900,Verkehrsunfälle,mit Personenschäden,2015,201507,708,654,26.43,8.26,448
1901,Verkehrsunfälle,mit Personenschäden,2015,201508,481,432,-32.06,11.34,452
1902,Verkehrsunfälle,mit Personenschäden,2015,201509,509,534,5.82,-4.68,450
1903,Verkehrsunfälle,mit Personenschäden,2015,201510,475,529,-6.68,-10.21,446
1904,Verkehrsunfälle,mit Personenschäden,2015,201511,430,401,-9.47,7.23,448
1905,Verkehrsunfälle,mit Personenschäden,2015,201512,384,331,-10.7,16.01,453
1906,Verkehrsunfälle,mit Personenschäden,2014,Summe,5523,5386,NA,2.54,NA
1907,Verkehrsunfälle,mit Personenschäden,2014,201401,324,254,-8.99,27.56,455
1908,Verkehrsunfälle,mit Personenschäden,2014,201402,309,263,-4.63,17.49,459
1909,Verkehrsunfälle,mit Personenschäden,2014,201403,460,284,48.87,61.97,473
1910,Verkehrsunfälle,mit Personenschäden,2014,201404,455,440,-1.09,3.41,474
1911,Verkehrsunfälle,mit Personenschäden,2014,201405,536,454,17.8,18.06,481
1912,Verkehrsunfälle,mit Personenschäden,2014,201406,558,580,4.1,-3.79,479
1913,Verkehrsunfälle,mit Personenschäden,2014,201407,654,812,17.2,-19.46,466
1914,Verkehrsunfälle,mit Personenschäden,2014,201408,432,514,-33.94,-15.95,459
1915,Verkehrsunfälle,mit Personenschäden,2014,201409,534,531,23.61,0.56,460
1916,Verkehrsunfälle,mit Personenschäden,2014,201410,529,510,-0.94,3.73,461
1917,Verkehrsunfälle,mit Personenschäden,2014,201411,401,388,-24.2,3.35,462
1918,Verkehrsunfälle,mit Personenschäden,2014,201412,331,356,-17.46,-7.02,460
1919,Verkehrsunfälle,mit Personenschäden,2013,Summe,5386,5325,NA,1.15,NA
1920,Verkehrsunfälle,mit Personenschäden,2013,201301,254,273,2.42,-6.96,442
1921,Verkehrsunfälle,mit Personenschäden,2013,201302,263,233,3.54,12.88,445
1922,Verkehrsunfälle,mit Personenschäden,2013,201303,284,424,7.98,-33.02,433
1923,Verkehrsunfälle,mit Personenschäden,2013,201304,440,394,54.93,11.68,437
1924,Verkehrsunfälle,mit Personenschäden,2013,201305,454,596,3.18,-23.83,425
1925,Verkehrsunfälle,mit Personenschäden,2013,201306,580,577,27.75,0.52,425
1926,Verkehrsunfälle,mit Personenschäden,2013,201307,812,632,40,28.48,440
1927,Verkehrsunfälle,mit Personenschäden,2013,201308,514,545,-36.7,-5.69,438
1928,Verkehrsunfälle,mit Personenschäden,2013,201309,531,532,3.31,-0.19,438
1929,Verkehrsunfälle,mit Personenschäden,2013,201310,510,477,-3.95,6.92,440
1930,Verkehrsunfälle,mit Personenschäden,2013,201311,388,394,-23.92,-1.52,440
1931,Verkehrsunfälle,mit Personenschäden,2013,201312,356,248,-8.25,43.55,449
1932,Verkehrsunfälle,mit Personenschäden,2012,Summe,5325,4874,NA,9.25,NA
1933,Verkehrsunfälle,mit Personenschäden,2012,201201,273,255,-13.33,7.06,408
1934,Verkehrsunfälle,mit Personenschäden,2012,201202,233,264,-14.65,-11.74,405
1935,Verkehrsunfälle,mit Personenschäden,2012,201203,424,373,81.97,13.67,409
1936,Verkehrsunfälle,mit Personenschäden,2012,201204,394,505,-7.08,-21.98,400
1937,Verkehrsunfälle,mit Personenschäden,2012,201205,596,636,51.27,-6.29,397
1938,Verkehrsunfälle,mit Personenschäden,2012,201206,577,399,-3.19,44.61,412
1939,Verkehrsunfälle,mit Personenschäden,2012,201207,632,532,9.53,18.8,420
1940,Verkehrsunfälle,mit Personenschäden,2012,201208,545,402,-13.77,35.57,432
1941,Verkehrsunfälle,mit Personenschäden,2012,201209,532,441,-2.39,20.63,439
1942,Verkehrsunfälle,mit Personenschäden,2012,201210,477,393,-10.34,21.37,446
1943,Verkehrsunfälle,mit Personenschäden,2012,201211,394,359,-17.4,9.75,449
1944,Verkehrsunfälle,mit Personenschäden,2012,201212,248,315,-37.06,-21.27,444
1945,Verkehrsunfälle,mit Personenschäden,2011,Summe,4874,4240,NA,14.95,NA
1946,Verkehrsunfälle,mit Personenschäden,2011,201101,255,147,14.35,73.47,362
1947,Verkehrsunfälle,mit Personenschäden,2011,201102,264,200,3.53,32,368
1948,Verkehrsunfälle,mit Personenschäden,2011,201103,373,291,41.29,28.18,375
1949,Verkehrsunfälle,mit Personenschäden,2011,201104,505,377,35.39,33.95,385
1950,Verkehrsunfälle,mit Personenschäden,2011,201105,636,320,25.94,98.75,412
1951,Verkehrsunfälle,mit Personenschäden,2011,201106,399,440,-37.26,-9.32,408
1952,Verkehrsunfälle,mit Personenschäden,2011,201107,532,619,33.33,-14.05,401
1953,Verkehrsunfälle,mit Personenschäden,2011,201108,402,416,-24.44,-3.37,400
1954,Verkehrsunfälle,mit Personenschäden,2011,201109,441,456,9.7,-3.29,398
1955,Verkehrsunfälle,mit Personenschäden,2011,201110,393,432,-10.88,-9.03,395
1956,Verkehrsunfälle,mit Personenschäden,2011,201111,359,319,-8.65,12.54,399
1957,Verkehrsunfälle,mit Personenschäden,2011,201112,315,223,-12.26,41.26,406
1958,Verkehrsunfälle,mit Personenschäden,2010,Summe,4240,4065,NA,4.31,NA
1959,Verkehrsunfälle,mit Personenschäden,2010,201001,147,184,-52.88,-20.11,336
1960,Verkehrsunfälle,mit Personenschäden,2010,201002,200,273,36.05,-26.74,330
1961,Verkehrsunfälle,mit Personenschäden,2010,201003,291,202,45.5,44.06,337
1962,Verkehrsunfälle,mit Personenschäden,2010,201004,377,357,29.55,5.6,339
1963,Verkehrsunfälle,mit Personenschäden,2010,201005,320,454,-15.12,-29.52,328
1964,Verkehrsunfälle,mit Personenschäden,2010,201006,440,371,37.5,18.6,333
1965,Verkehrsunfälle,mit Personenschäden,2010,201007,619,476,40.68,30.04,345
1966,Verkehrsunfälle,mit Personenschäden,2010,201008,416,376,-32.79,10.64,349
1967,Verkehrsunfälle,mit Personenschäden,2010,201009,456,388,9.62,17.53,354
1968,Verkehrsunfälle,mit Personenschäden,2010,201010,432,360,-5.26,20,360
1969,Verkehrsunfälle,mit Personenschäden,2010,201011,319,312,-26.16,2.24,361
1970,Verkehrsunfälle,mit Personenschäden,2010,201012,223,312,-30.09,-28.53,353
1971,Verkehrsunfälle,mit Personenschäden,2009,Summe,4065,4038,NA,0.67,NA
1972,Verkehrsunfälle,mit Personenschäden,2009,200901,184,260,-20,-29.23,330
1973,Verkehrsunfälle,mit Personenschäden,2009,200902,273,279,48.37,-2.15,330
1974,Verkehrsunfälle,mit Personenschäden,2009,200903,202,210,-26.01,-3.81,329
1975,Verkehrsunfälle,mit Personenschäden,2009,200904,357,315,76.73,13.33,333
1976,Verkehrsunfälle,mit Personenschäden,2009,200905,454,445,27.17,2.02,333
1977,Verkehrsunfälle,mit Personenschäden,2009,200906,371,424,-18.28,-12.5,329
1978,Verkehrsunfälle,mit Personenschäden,2009,200907,476,459,28.3,3.7,330
1979,Verkehrsunfälle,mit Personenschäden,2009,200908,376,402,-21.01,-6.47,328
1980,Verkehrsunfälle,mit Personenschäden,2009,200909,388,360,3.19,7.78,330
1981,Verkehrsunfälle,mit Personenschäden,2009,200910,360,373,-7.22,-3.49,329
1982,Verkehrsunfälle,mit Personenschäden,2009,200911,312,281,-13.33,11.03,332
1983,Verkehrsunfälle,mit Personenschäden,2009,200912,312,230,0,35.65,339
1984,Verkehrsunfälle,mit Personenschäden,2008,Summe,4038,4276,NA,-5.57,NA
1985,Verkehrsunfälle,mit Personenschäden,2008,200801,260,218,-21.92,19.27,360
1986,Verkehrsunfälle,mit Personenschäden,2008,200802,279,217,7.31,28.57,365
1987,Verkehrsunfälle,mit Personenschäden,2008,200803,210,293,-24.73,-28.33,358
1988,Verkehrsunfälle,mit Personenschäden,2008,200804,315,396,50,-20.45,351
1989,Verkehrsunfälle,mit Personenschäden,2008,200805,445,482,41.27,-7.68,348
1990,Verkehrsunfälle,mit Personenschäden,2008,200806,424,444,-4.72,-4.5,347
1991,Verkehrsunfälle,mit Personenschäden,2008,200807,459,435,8.25,5.52,349
1992,Verkehrsunfälle,mit Personenschäden,2008,200808,402,344,-12.42,16.86,353
1993,Verkehrsunfälle,mit Personenschäden,2008,200809,360,385,-10.45,-6.49,351
1994,Verkehrsunfälle,mit Personenschäden,2008,200810,373,405,3.61,-7.9,349
1995,Verkehrsunfälle,mit Personenschäden,2008,200811,281,324,-24.66,-13.27,345
1996,Verkehrsunfälle,mit Personenschäden,2008,200812,230,333,-18.15,-30.93,337
1997,Verkehrsunfälle,mit Personenschäden,2007,Summe,4276,4751,NA,-10,NA
1998,Verkehrsunfälle,mit Personenschäden,2007,200701,218,291,-43.52,-25.09,390
1999,Verkehrsunfälle,mit Personenschäden,2007,200702,217,237,-0.46,-8.44,388
2000,Verkehrsunfälle,mit Personenschäden,2007,200703,293,275,35.02,6.55,390
2001,Verkehrsunfälle,mit Personenschäden,2007,200704,396,301,35.15,31.56,398
2002,Verkehrsunfälle,mit Personenschäden,2007,200705,482,471,21.72,2.34,399
2003,Verkehrsunfälle,mit Personenschäden,2007,200706,444,406,-7.88,9.36,402
2004,Verkehrsunfälle,mit Personenschäden,2007,200707,435,671,-2.03,-35.17,382
2005,Verkehrsunfälle,mit Personenschäden,2007,200708,344,422,-20.92,-18.48,376
2006,Verkehrsunfälle,mit Personenschäden,2007,200709,385,407,11.92,-5.41,374
2007,Verkehrsunfälle,mit Personenschäden,2007,200710,405,500,5.19,-19,366
2008,Verkehrsunfälle,mit Personenschäden,2007,200711,324,384,-20,-15.63,361
2009,Verkehrsunfälle,mit Personenschäden,2007,200712,333,386,2.78,-13.73,356
2010,Verkehrsunfälle,mit Personenschäden,2006,Summe,4751,5474,NA,-13.21,NA
2011,Verkehrsunfälle,mit Personenschäden,2006,200601,291,244,-40.25,19.26,460
2012,Verkehrsunfälle,mit Personenschäden,2006,200602,237,229,-18.56,3.49,461
2013,Verkehrsunfälle,mit Personenschäden,2006,200603,275,299,16.03,-8.03,459
2014,Verkehrsunfälle,mit Personenschäden,2006,200604,301,422,9.45,-28.67,449
2015,Verkehrsunfälle,mit Personenschäden,2006,200605,471,521,56.48,-9.6,445
2016,Verkehrsunfälle,mit Personenschäden,2006,200606,406,627,-13.8,-35.25,426
2017,Verkehrsunfälle,mit Personenschäden,2006,200607,671,558,65.27,20.25,436
2018,Verkehrsunfälle,mit Personenschäden,2006,200608,422,462,-37.11,-8.66,432
2019,Verkehrsunfälle,mit Personenschäden,2006,200609,407,678,-3.55,-39.97,410
2020,Verkehrsunfälle,mit Personenschäden,2006,200610,500,451,22.85,10.86,414
2021,Verkehrsunfälle,mit Personenschäden,2006,200611,384,496,-23.2,-22.58,404
2022,Verkehrsunfälle,mit Personenschäden,2006,200612,386,487,0.52,-20.74,396
2023,Verkehrsunfälle,mit Personenschäden,2005,Summe,5474,5214,NA,4.99,NA
2024,Verkehrsunfälle,mit Personenschäden,2005,200501,244,286,-41.35,-14.69,431
2025,Verkehrsunfälle,mit Personenschäden,2005,200502,229,240,-6.15,-4.58,430
2026,Verkehrsunfälle,mit Personenschäden,2005,200503,299,321,30.57,-6.85,428
2027,Verkehrsunfälle,mit Personenschäden,2005,200504,422,388,41.14,8.76,431
2028,Verkehrsunfälle,mit Personenschäden,2005,200505,521,476,23.46,9.45,435
2029,Verkehrsunfälle,mit Personenschäden,2005,200506,627,491,20.35,27.7,446
2030,Verkehrsunfälle,mit Personenschäden,2005,200507,558,646,-11,-13.62,439
2031,Verkehrsunfälle,mit Personenschäden,2005,200508,462,584,-17.2,-20.89,429
2032,Verkehrsunfälle,mit Personenschäden,2005,200509,678,541,46.75,25.32,440
2033,Verkehrsunfälle,mit Personenschäden,2005,200510,451,465,-33.48,-3.01,439
2034,Verkehrsunfälle,mit Personenschäden,2005,200511,496,360,9.98,37.78,450
2035,Verkehrsunfälle,mit Personenschäden,2005,200512,487,416,-1.81,17.07,456
2036,Verkehrsunfälle,mit Personenschäden,2004,Summe,5214,5052,NA,3.21,NA
2037,Verkehrsunfälle,mit Personenschäden,2004,200401,286,282,-25.33,1.42,421
2038,Verkehrsunfälle,mit Personenschäden,2004,200402,240,232,-16.08,3.45,422
2039,Verkehrsunfälle,mit Personenschäden,2004,200403,321,374,33.75,-14.17,418
2040,Verkehrsunfälle,mit Personenschäden,2004,200404,388,429,20.87,-9.56,414
2041,Verkehrsunfälle,mit Personenschäden,2004,200405,476,510,22.68,-6.67,411
2042,Verkehrsunfälle,mit Personenschäden,2004,200406,491,566,3.15,-13.25,405
2043,Verkehrsunfälle,mit Personenschäden,2004,200407,646,538,31.57,20.07,414
2044,Verkehrsunfälle,mit Personenschäden,2004,200408,584,461,-9.6,26.68,424
2045,Verkehrsunfälle,mit Personenschäden,2004,200409,541,452,-7.36,19.69,432
2046,Verkehrsunfälle,mit Personenschäden,2004,200410,465,466,-14.05,-0.21,432
2047,Verkehrsunfälle,mit Personenschäden,2004,200411,360,359,-22.58,0.28,432
2048,Verkehrsunfälle,mit Personenschäden,2004,200412,416,383,15.56,8.62,435
2049,Verkehrsunfälle,mit Personenschäden,2003,Summe,5052,5620,NA,-10.11,NA
2050,Verkehrsunfälle,mit Personenschäden,2003,200301,282,328,-7.24,-14.02,465
2051,Verkehrsunfälle,mit Personenschäden,2003,200302,232,316,-17.73,-26.58,458
2052,Verkehrsunfälle,mit Personenschäden,2003,200303,374,414,61.21,-9.66,454
2053,Verkehrsunfälle,mit Personenschäden,2003,200304,429,432,14.71,-0.69,454
2054,Verkehrsunfälle,mit Personenschäden,2003,200305,510,537,18.88,-5.03,452
2055,Verkehrsunfälle,mit Personenschäden,2003,200306,566,675,10.98,-16.15,443
2056,Verkehrsunfälle,mit Personenschäden,2003,200307,538,711,-4.95,-24.33,428
2057,Verkehrsunfälle,mit Personenschäden,2003,200308,461,479,-14.31,-3.76,427
2058,Verkehrsunfälle,mit Personenschäden,2003,200309,452,509,-1.95,-11.2,422
2059,Verkehrsunfälle,mit Personenschäden,2003,200310,466,467,3.1,-0.21,422
2060,Verkehrsunfälle,mit Personenschäden,2003,200311,359,448,-22.96,-19.87,414
2061,Verkehrsunfälle,mit Personenschäden,2003,200312,383,304,6.69,25.99,421
2062,Verkehrsunfälle,mit Personenschäden,2002,Summe,5620,5948,NA,-5.51,NA
2063,Verkehrsunfälle,mit Personenschäden,2002,200201,328,354,-13,-7.34,494
2064,Verkehrsunfälle,mit Personenschäden,2002,200202,316,343,-3.66,-7.87,491
2065,Verkehrsunfälle,mit Personenschäden,2002,200203,414,426,31.01,-2.82,490
2066,Verkehrsunfälle,mit Personenschäden,2002,200204,432,454,4.35,-4.85,488
2067,Verkehrsunfälle,mit Personenschäden,2002,200205,537,655,24.31,-18.02,479
2068,Verkehrsunfälle,mit Personenschäden,2002,200206,675,560,25.7,20.54,488
2069,Verkehrsunfälle,mit Personenschäden,2002,200207,711,755,5.33,-5.83,485
2070,Verkehrsunfälle,mit Personenschäden,2002,200208,479,510,-32.63,-6.08,482
2071,Verkehrsunfälle,mit Personenschäden,2002,200209,509,497,6.26,2.41,483
