_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
2072,Verkehrsunfälle,mit Personenschäden,2002,200210,467,581,-8.25,-19.62,473
2073,Verkehrsunfälle,mit Personenschäden,2002,200211,448,436,-4.07,2.75,474
2074,Verkehrsunfälle,mit Personenschäden,2002,200212,304,377,-32.14,-19.36,468
2075,Verkehrsunfälle,mit Personenschäden,2001,Summe,5948,5677,NA,4.77,NA
2076,Verkehrsunfälle,mit Personenschäden,2001,200101,354,321,-12.16,10.28,476
2077,Verkehrsunfälle,mit Personenschäden,2001,200102,343,329,-3.11,4.26,477
2078,Verkehrsunfälle,mit Personenschäden,2001,200103,426,414,24.2,2.9,478
2079,Verkehrsunfälle,mit Personenschäden,2001,200104,454,441,6.57,2.95,479
2080,Verkehrsunfälle,mit Personenschäden,2001,200105,655,568,44.27,15.32,486
2081,Verkehrsunfälle,mit Personenschäden,2001,200106,560,555,-14.5,0.9,487
2082,Verkehrsunfälle,mit Personenschäden,2001,200107,755,610,34.82,23.77,499
2083,Verkehrsunfälle,mit Personenschäden,2001,200108,510,525,-32.45,-2.86,498
2084,Verkehrsunfälle,mit Personenschäden,2001,200109,497,557,-2.55,-10.77,493
2085,Verkehrsunfälle,mit Personenschäden,2001,200110,581,493,16.9,17.85,500
2086,Verkehrsunfälle,mit Personenschäden,2001,200111,436,461,-24.96,-5.42,498
2087,Verkehrsunfälle,mit Personenschäden,2001,200112,377,403,-13.53,-6.45,496
2088,Verkehrsunfälle,mit Personenschäden,2000,Summe,5677,NA,NA,NA,NA
2089,Verkehrsunfälle,mit Personenschäden,2000,200001,321,NA,NA,NA,321
2090,Verkehrsunfälle,mit Personenschäden,2000,200002,329,NA,2.49,NA,325
2091,Verkehrsunfälle,mit Personenschäden,2000,200003,414,NA,25.84,NA,355
2092,Verkehrsunfälle,mit Personenschäden,2000,200004,441,NA,6.52,NA,376
2093,Verkehrsunfälle,mit Personenschäden,2000,200005,568,NA,28.8,NA,415
2094,Verkehrsunfälle,mit Personenschäden,2000,200006,555,NA,-2.29,NA,438
2095,Verkehrsunfälle,mit Personenschäden,2000,200007,610,NA,9.91,NA,463
2096,Verkehrsunfälle,mit Personenschäden,2000,200008,525,NA,-13.93,NA,470
2097,Verkehrsunfälle,mit Personenschäden,2000,200009,557,NA,6.1,NA,480
2098,Verkehrsunfälle,mit Personenschäden,2000,200010,493,NA,-11.49,NA,481
2099,Verkehrsunfälle,mit Personenschäden,2000,200011,461,NA,-6.49,NA,479
2100,Verkehrsunfälle,mit Personenschäden,2000,200012,403,NA,-12.58,NA,473
2101,Verkehrsunfälle,Verletzte und Getötete,2026,202601,NA,311,NA,NA,NA
2102,Verkehrsunfälle,Verletzte und Getötete,2026,202602,NA,342,NA,NA,NA
2103,Verkehrsunfälle,Verletzte und Getötete,2026,202603,NA,434,NA,NA,NA
2104,Verkehrsunfälle,Verletzte und Getötete,2026,202604,NA,567,NA,NA,NA
2105,Verkehrsunfälle,Verletzte und Getötete,2026,202605,NA,679,NA,NA,NA
2106,Verkehrsunfälle,Verletzte und Getötete,2026,202606,NA,678,NA,NA,NA
2107,Verkehrsunfälle,Verletzte und Getötete,2026,202607,NA,804,NA,NA,NA
2108,Verkehrsunfälle,Verletzte und Getötete,2026,202608,NA,581,NA,NA,NA
2109,Verkehrsunfälle,Verletzte und Getötete,2026,202609,NA,632,NA,NA,NA
2110,Verkehrsunfälle,Verletzte und Getötete,2026,202610,NA,604,NA,NA,NA
2111,Verkehrsunfälle,Verletzte und Getötete,2026,202611,NA,494,NA,NA,NA
2112,Verkehrsunfälle,Verletzte und Getötete,2026,202612,NA,347,NA,NA,NA
2113,Verkehrsunfälle,Verletzte und Getötete,2025,Summe,6473,6271,NA,3.22,NA
2114,Verkehrsunfälle,Verletzte und Getötete,2025,202501,311,295,-8.53,5.42,524
2115,Verkehrsunfälle,Verletzte und Getötete,2025,202502,342,323,9.97,5.88,526
2116,Verkehrsunfälle,Verletzte und Getötete,2025,202503,434,420,26.9,3.33,527
2117,Verkehrsunfälle,Verletzte und Getötete,2025,202504,567,610,30.65,-7.05,523
2118,Verkehrsunfälle,Verletzte und Getötete,2025,202505,679,619,19.75,9.69,528
2119,Verkehrsunfälle,Verletzte und Getötete,2025,202506,678,673,-0.15,0.74,529
2120,Verkehrsunfälle,Verletzte und Getötete,2025,202507,804,785,18.58,2.42,530
2121,Verkehrsunfälle,Verletzte und Getötete,2025,202508,581,648,-27.74,-10.34,525
2122,Verkehrsunfälle,Verletzte und Getötete,2025,202509,632,596,8.78,6.04,528
2123,Verkehrsunfälle,Verletzte und Getötete,2025,202510,604,569,-4.43,6.15,530
2124,Verkehrsunfälle,Verletzte und Getötete,2025,202511,494,393,-18.21,25.7,539
2125,Verkehrsunfälle,Verletzte und Getötete,2025,202512,347,340,-29.76,2.06,539
2126,Verkehrsunfälle,Verletzte und Getötete,2024,Summe,6271,6199,NA,1.16,NA
2127,Verkehrsunfälle,Verletzte und Getötete,2024,202401,295,312,-3.59,-5.45,515
2128,Verkehrsunfälle,Verletzte und Getötete,2024,202402,323,331,9.49,-2.42,515
2129,Verkehrsunfälle,Verletzte und Getötete,2024,202403,420,473,30.03,-11.21,510
2130,Verkehrsunfälle,Verletzte und Getötete,2024,202404,610,364,45.24,67.58,531
2131,Verkehrsunfälle,Verletzte und Getötete,2024,202405,619,555,1.48,11.53,536
2132,Verkehrsunfälle,Verletzte und Getötete,2024,202406,673,755,8.72,-10.86,529
2133,Verkehrsunfälle,Verletzte und Getötete,2024,202407,785,770,16.64,1.95,530
2134,Verkehrsunfälle,Verletzte und Getötete,2024,202408,648,474,-17.45,36.71,545
2135,Verkehrsunfälle,Verletzte und Getötete,2024,202409,596,700,-8.02,-14.86,536
2136,Verkehrsunfälle,Verletzte und Getötete,2024,202410,569,669,-4.53,-14.95,528
2137,Verkehrsunfälle,Verletzte und Getötete,2024,202411,393,490,-30.93,-19.8,520
2138,Verkehrsunfälle,Verletzte und Getötete,2024,202412,340,306,-13.49,11.11,523
2139,Verkehrsunfälle,Verletzte und Getötete,2023,Summe,6199,6199,NA,0,NA
2140,Verkehrsunfälle,Verletzte und Getötete,2023,202301,312,294,-18.11,6.12,518
2141,Verkehrsunfälle,Verletzte und Getötete,2023,202302,331,305,6.09,8.52,520
2142,Verkehrsunfälle,Verletzte und Getötete,2023,202303,473,478,42.9,-1.05,520
2143,Verkehrsunfälle,Verletzte und Getötete,2023,202304,364,400,-23.04,-9,517
2144,Verkehrsunfälle,Verletzte und Getötete,2023,202305,555,723,52.47,-23.24,503
2145,Verkehrsunfälle,Verletzte und Getötete,2023,202306,755,629,36.04,20.03,513
2146,Verkehrsunfälle,Verletzte und Getötete,2023,202307,770,742,1.99,3.77,516
2147,Verkehrsunfälle,Verletzte und Getötete,2023,202308,474,586,-38.44,-19.11,506
2148,Verkehrsunfälle,Verletzte und Getötete,2023,202309,700,604,47.68,15.89,514
2149,Verkehrsunfälle,Verletzte und Getötete,2023,202310,669,566,-4.43,18.2,523
2150,Verkehrsunfälle,Verletzte und Getötete,2023,202311,490,491,-26.76,-0.2,523
2151,Verkehrsunfälle,Verletzte und Getötete,2023,202312,306,381,-37.55,-19.69,517
2152,Verkehrsunfälle,Verletzte und Getötete,2022,Summe,6199,5551,NA,11.67,NA
2153,Verkehrsunfälle,Verletzte und Getötete,2022,202201,294,177,-11.98,66.1,472
2154,Verkehrsunfälle,Verletzte und Getötete,2022,202202,305,249,3.74,22.49,477
2155,Verkehrsunfälle,Verletzte und Getötete,2022,202203,478,338,56.72,41.42,489
2156,Verkehrsunfälle,Verletzte und Getötete,2022,202204,400,386,-16.32,3.63,490
2157,Verkehrsunfälle,Verletzte und Getötete,2022,202205,723,402,80.75,79.85,517
2158,Verkehrsunfälle,Verletzte und Getötete,2022,202206,629,737,-13,-14.65,508
2159,Verkehrsunfälle,Verletzte und Getötete,2022,202207,742,724,17.97,2.49,509
2160,Verkehrsunfälle,Verletzte und Getötete,2022,202208,586,533,-21.02,9.94,514
2161,Verkehrsunfälle,Verletzte und Getötete,2022,202209,604,680,3.07,-11.18,507
2162,Verkehrsunfälle,Verletzte und Getötete,2022,202210,566,561,-6.29,0.89,508
2163,Verkehrsunfälle,Verletzte und Getötete,2022,202211,491,430,-13.25,14.19,513
2164,Verkehrsunfälle,Verletzte und Getötete,2022,202212,381,334,-22.4,14.07,517
2165,Verkehrsunfälle,Verletzte und Getötete,2021,Summe,5551,5704,NA,-2.68,NA
2166,Verkehrsunfälle,Verletzte und Getötete,2021,202101,177,360,-43.09,-50.83,460
2167,Verkehrsunfälle,Verletzte und Getötete,2021,202102,249,355,40.68,-29.86,451
2168,Verkehrsunfälle,Verletzte und Getötete,2021,202103,338,334,35.74,1.2,452
2169,Verkehrsunfälle,Verletzte und Getötete,2021,202104,386,363,14.2,6.34,454
2170,Verkehrsunfälle,Verletzte und Getötete,2021,202105,402,464,4.15,-13.36,448
2171,Verkehrsunfälle,Verletzte und Getötete,2021,202106,737,585,83.33,25.98,461
2172,Verkehrsunfälle,Verletzte und Getötete,2021,202107,724,821,-1.76,-11.81,453
2173,Verkehrsunfälle,Verletzte und Getötete,2021,202108,533,563,-26.38,-5.33,450
2174,Verkehrsunfälle,Verletzte und Getötete,2021,202109,680,634,27.58,7.26,454
2175,Verkehrsunfälle,Verletzte und Getötete,2021,202110,561,566,-17.5,-0.88,454
2176,Verkehrsunfälle,Verletzte und Getötete,2021,202111,430,348,-23.35,23.56,461
2177,Verkehrsunfälle,Verletzte und Getötete,2021,202112,334,311,-22.33,7.4,463
2178,Verkehrsunfälle,Verletzte und Getötete,2020,Summe,5704,6239,NA,-8.58,NA
2179,Verkehrsunfälle,Verletzte und Getötete,2020,202001,360,297,-4.76,21.21,525
2180,Verkehrsunfälle,Verletzte und Getötete,2020,202002,355,345,-1.39,2.9,526
2181,Verkehrsunfälle,Verletzte und Getötete,2020,202003,334,427,-5.92,-21.78,518
2182,Verkehrsunfälle,Verletzte und Getötete,2020,202004,363,515,8.68,-29.51,506
2183,Verkehrsunfälle,Verletzte und Getötete,2020,202005,464,484,27.82,-4.13,504
2184,Verkehrsunfälle,Verletzte und Getötete,2020,202006,585,710,26.08,-17.61,494
2185,Verkehrsunfälle,Verletzte und Getötete,2020,202007,821,898,40.34,-8.57,487
2186,Verkehrsunfälle,Verletzte und Getötete,2020,202008,563,532,-31.43,5.83,490
2187,Verkehrsunfälle,Verletzte und Getötete,2020,202009,634,609,12.61,4.11,492
2188,Verkehrsunfälle,Verletzte und Getötete,2020,202010,566,591,-10.73,-4.23,490
2189,Verkehrsunfälle,Verletzte und Getötete,2020,202011,348,453,-38.52,-23.18,481
2190,Verkehrsunfälle,Verletzte und Getötete,2020,202012,311,378,-10.63,-17.72,475
2191,Verkehrsunfälle,Verletzte und Getötete,2019,Summe,6239,6527,NA,-4.41,NA
2192,Verkehrsunfälle,Verletzte und Getötete,2019,201901,297,350,-14.66,-15.14,540
2193,Verkehrsunfälle,Verletzte und Getötete,2019,201902,345,328,16.16,5.18,541
2194,Verkehrsunfälle,Verletzte und Getötete,2019,201903,427,383,23.77,11.49,545
2195,Verkehrsunfälle,Verletzte und Getötete,2019,201904,515,619,20.61,-16.8,536
2196,Verkehrsunfälle,Verletzte und Getötete,2019,201905,484,640,-6.02,-24.38,523
2197,Verkehrsunfälle,Verletzte und Getötete,2019,201906,710,732,46.69,-3.01,521
2198,Verkehrsunfälle,Verletzte und Getötete,2019,201907,898,852,26.48,5.4,525
2199,Verkehrsunfälle,Verletzte und Getötete,2019,201908,532,529,-40.76,0.57,525
2200,Verkehrsunfälle,Verletzte und Getötete,2019,201909,609,645,14.47,-5.58,522
2201,Verkehrsunfälle,Verletzte und Getötete,2019,201910,591,616,-2.96,-4.06,520
2202,Verkehrsunfälle,Verletzte und Getötete,2019,201911,453,485,-23.35,-6.6,517
2203,Verkehrsunfälle,Verletzte und Getötete,2019,201912,378,348,-16.56,8.62,520
2204,Verkehrsunfälle,Verletzte und Getötete,2018,Summe,6527,6058,NA,7.74,NA
2205,Verkehrsunfälle,Verletzte und Getötete,2018,201801,350,307,-6.91,14.01,508
2206,Verkehrsunfälle,Verletzte und Getötete,2018,201802,328,334,-6.29,-1.8,508
2207,Verkehrsunfälle,Verletzte und Getötete,2018,201803,383,486,16.77,-21.19,499
2208,Verkehrsunfälle,Verletzte und Getötete,2018,201804,619,439,61.62,41,514
2209,Verkehrsunfälle,Verletzte und Getötete,2018,201805,640,631,3.39,1.43,515
2210,Verkehrsunfälle,Verletzte und Getötete,2018,201806,732,668,14.38,9.58,520
2211,Verkehrsunfälle,Verletzte und Getötete,2018,201807,852,752,16.39,13.3,529
2212,Verkehrsunfälle,Verletzte und Getötete,2018,201808,529,504,-37.91,4.96,531
2213,Verkehrsunfälle,Verletzte und Getötete,2018,201809,645,546,21.93,18.13,539
2214,Verkehrsunfälle,Verletzte und Getötete,2018,201810,616,572,-4.5,7.69,543
2215,Verkehrsunfälle,Verletzte und Getötete,2018,201811,485,443,-21.27,9.48,546
2216,Verkehrsunfälle,Verletzte und Getötete,2018,201812,348,376,-28.25,-7.45,544
2217,Verkehrsunfälle,Verletzte und Getötete,2017,Summe,6058,6409,NA,-5.48,NA
2218,Verkehrsunfälle,Verletzte und Getötete,2017,201701,307,380,-19.42,-19.21,528
2219,Verkehrsunfälle,Verletzte und Getötete,2017,201702,334,351,8.79,-4.84,527
2220,Verkehrsunfälle,Verletzte und Getötete,2017,201703,486,370,45.51,31.35,536
2221,Verkehrsunfälle,Verletzte und Getötete,2017,201704,439,545,-9.67,-19.45,527
2222,Verkehrsunfälle,Verletzte und Getötete,2017,201705,631,602,43.74,4.82,530
2223,Verkehrsunfälle,Verletzte und Getötete,2017,201706,668,691,5.86,-3.33,528
2224,Verkehrsunfälle,Verletzte und Getötete,2017,201707,752,742,12.57,1.35,529
2225,Verkehrsunfälle,Verletzte und Getötete,2017,201708,504,540,-32.98,-6.67,526
2226,Verkehrsunfälle,Verletzte und Getötete,2017,201709,546,759,8.33,-28.06,508
2227,Verkehrsunfälle,Verletzte und Getötete,2017,201710,572,559,4.76,2.33,509
2228,Verkehrsunfälle,Verletzte und Getötete,2017,201711,443,489,-22.55,-9.41,505
2229,Verkehrsunfälle,Verletzte und Getötete,2017,201712,376,381,-15.12,-1.31,505
2230,Verkehrsunfälle,Verletzte und Getötete,2016,Summe,6409,6524,NA,-1.76,NA
2231,Verkehrsunfälle,Verletzte und Getötete,2016,201601,380,334,-20.67,13.77,548
2232,Verkehrsunfälle,Verletzte und Getötete,2016,201602,351,321,-7.63,9.35,550
2233,Verkehrsunfälle,Verletzte und Getötete,2016,201603,370,471,5.41,-21.44,542
2234,Verkehrsunfälle,Verletzte und Getötete,2016,201604,545,598,47.3,-8.86,537
2235,Verkehrsunfälle,Verletzte und Getötete,2016,201605,602,604,10.46,-0.33,537
2236,Verkehrsunfälle,Verletzte und Getötete,2016,201606,691,673,14.78,2.67,539
2237,Verkehrsunfälle,Verletzte und Getötete,2016,201607,742,809,7.38,-8.28,533
2238,Verkehrsunfälle,Verletzte und Getötete,2016,201608,540,546,-27.22,-1.1,532
2239,Verkehrsunfälle,Verletzte und Getötete,2016,201609,759,614,40.56,23.62,545
2240,Verkehrsunfälle,Verletzte und Getötete,2016,201610,559,569,-26.35,-1.76,544
2241,Verkehrsunfälle,Verletzte und Getötete,2016,201611,489,506,-12.52,-3.36,542
2242,Verkehrsunfälle,Verletzte und Getötete,2016,201612,381,479,-22.09,-20.46,534
2243,Verkehrsunfälle,Verletzte und Getötete,2015,Summe,6524,6668,NA,-2.16,NA
2244,Verkehrsunfälle,Verletzte und Getötete,2015,201501,334,412,-19.13,-18.93,549
2245,Verkehrsunfälle,Verletzte und Getötete,2015,201502,321,372,-3.89,-13.71,545
2246,Verkehrsunfälle,Verletzte und Getötete,2015,201503,471,559,46.73,-15.74,538
2247,Verkehrsunfälle,Verletzte und Getötete,2015,201504,598,549,26.96,8.93,542
2248,Verkehrsunfälle,Verletzte und Getötete,2015,201505,604,671,1,-9.99,536
2249,Verkehrsunfälle,Verletzte und Getötete,2015,201506,673,656,11.42,2.59,538
2250,Verkehrsunfälle,Verletzte und Getötete,2015,201507,809,783,20.21,3.32,540
2251,Verkehrsunfälle,Verletzte und Getötete,2015,201508,546,517,-32.51,5.61,542
2252,Verkehrsunfälle,Verletzte und Getötete,2015,201509,614,620,12.45,-0.97,542
2253,Verkehrsunfälle,Verletzte und Getötete,2015,201510,569,652,-7.33,-12.73,535
2254,Verkehrsunfälle,Verletzte und Getötete,2015,201511,506,464,-11.07,9.05,538
2255,Verkehrsunfälle,Verletzte und Getötete,2015,201512,479,413,-5.34,15.98,544
2256,Verkehrsunfälle,Verletzte und Getötete,2014,Summe,6668,6522,NA,2.24,NA
2257,Verkehrsunfälle,Verletzte und Getötete,2014,201401,412,320,-2.6,28.75,551
2258,Verkehrsunfälle,Verletzte und Getötete,2014,201402,372,326,-9.71,14.11,555
2259,Verkehrsunfälle,Verletzte und Getötete,2014,201403,559,350,50.27,59.71,572
2260,Verkehrsunfälle,Verletzte und Getötete,2014,201404,549,523,-1.79,4.97,575
2261,Verkehrsunfälle,Verletzte und Getötete,2014,201405,671,530,22.22,26.6,586
2262,Verkehrsunfälle,Verletzte und Getötete,2014,201406,656,734,-2.24,-10.63,580
2263,Verkehrsunfälle,Verletzte und Getötete,2014,201407,783,976,19.36,-19.77,564
2264,Verkehrsunfälle,Verletzte und Getötete,2014,201408,517,645,-33.97,-19.84,553
2265,Verkehrsunfälle,Verletzte und Getötete,2014,201409,620,617,19.92,0.49,553
2266,Verkehrsunfälle,Verletzte und Getötete,2014,201410,652,595,5.16,9.58,558
2267,Verkehrsunfälle,Verletzte und Getötete,2014,201411,464,483,-28.83,-3.93,557
2268,Verkehrsunfälle,Verletzte und Getötete,2014,201412,413,423,-10.99,-2.36,556
2269,Verkehrsunfälle,Verletzte und Getötete,2013,Summe,6522,6404,NA,1.84,NA
2270,Verkehrsunfälle,Verletzte und Getötete,2013,201301,320,338,0.95,-5.33,532
2271,Verkehrsunfälle,Verletzte und Getötete,2013,201302,326,290,1.88,12.41,535
2272,Verkehrsunfälle,Verletzte und Getötete,2013,201303,350,526,7.36,-33.46,521
2273,Verkehrsunfälle,Verletzte und Getötete,2013,201304,523,485,49.43,7.84,524
2274,Verkehrsunfälle,Verletzte und Getötete,2013,201305,530,719,1.34,-26.29,508
2275,Verkehrsunfälle,Verletzte und Getötete,2013,201306,734,681,38.49,7.78,512
2276,Verkehrsunfälle,Verletzte und Getötete,2013,201307,976,730,32.97,33.7,533
2277,Verkehrsunfälle,Verletzte und Getötete,2013,201308,645,635,-33.91,1.57,534
2278,Verkehrsunfälle,Verletzte und Getötete,2013,201309,617,632,-4.34,-2.37,532
2279,Verkehrsunfälle,Verletzte und Getötete,2013,201310,595,580,-3.57,2.59,534
2280,Verkehrsunfälle,Verletzte und Getötete,2013,201311,483,471,-18.82,2.55,535
2281,Verkehrsunfälle,Verletzte und Getötete,2013,201312,423,317,-12.42,33.44,544
2282,Verkehrsunfälle,Verletzte und Getötete,2012,Summe,6404,5869,NA,9.12,NA
2283,Verkehrsunfälle,Verletzte und Getötete,2012,201201,338,328,-8.65,3.05,490
2284,Verkehrsunfälle,Verletzte und Getötete,2012,201202,290,343,-14.2,-15.45,486
2285,Verkehrsunfälle,Verletzte und Getötete,2012,201203,526,425,81.38,23.76,494
2286,Verkehrsunfälle,Verletzte und Getötete,2012,201204,485,604,-7.79,-19.7,484
2287,Verkehrsunfälle,Verletzte und Getötete,2012,201205,719,765,48.25,-6.01,480
2288,Verkehrsunfälle,Verletzte und Getötete,2012,201206,681,472,-5.29,44.28,498
2289,Verkehrsunfälle,Verletzte und Getötete,2012,201207,730,637,7.2,14.6,505
2290,Verkehrsunfälle,Verletzte und Getötete,2012,201208,635,487,-13.01,30.39,518
2291,Verkehrsunfälle,Verletzte und Getötete,2012,201209,632,519,-0.47,21.77,527
2292,Verkehrsunfälle,Verletzte und Getötete,2012,201210,580,481,-8.23,20.58,535
2293,Verkehrsunfälle,Verletzte und Getötete,2012,201211,471,438,-18.79,7.53,538
2294,Verkehrsunfälle,Verletzte und Getötete,2012,201212,317,370,-32.7,-14.32,534
2295,Verkehrsunfälle,Verletzte und Getötete,2011,Summe,5869,4822,NA,21.71,NA
2296,Verkehrsunfälle,Verletzte und Getötete,2011,201101,328,192,18.41,70.83,413
2297,Verkehrsunfälle,Verletzte und Getötete,2011,201102,343,247,4.57,38.87,421
2298,Verkehrsunfälle,Verletzte und Getötete,2011,201103,425,341,23.91,24.63,428
2299,Verkehrsunfälle,Verletzte und Getötete,2011,201104,604,216,42.12,179.63,461
2300,Verkehrsunfälle,Verletzte und Getötete,2011,201105,765,389,26.66,96.66,492
2301,Verkehrsunfälle,Verletzte und Getötete,2011,201106,472,517,-38.3,-8.7,488
2302,Verkehrsunfälle,Verletzte und Getötete,2011,201107,637,721,34.96,-11.65,481
2303,Verkehrsunfälle,Verletzte und Getötete,2011,201108,487,481,-23.55,1.25,482
2304,Verkehrsunfälle,Verletzte und Getötete,2011,201109,519,534,6.57,-2.81,480
2305,Verkehrsunfälle,Verletzte und Getötete,2011,201110,481,524,-7.32,-8.21,477
2306,Verkehrsunfälle,Verletzte und Getötete,2011,201111,438,383,-8.94,14.36,481
2307,Verkehrsunfälle,Verletzte und Getötete,2011,201112,370,277,-15.53,33.57,489
2308,Verkehrsunfälle,Verletzte und Getötete,2010,Summe,4822,4865,NA,-0.88,NA
2309,Verkehrsunfälle,Verletzte und Getötete,2010,201001,192,223,-50.9,-13.9,403
2310,Verkehrsunfälle,Verletzte und Getötete,2010,201002,247,340,28.65,-27.35,395
2311,Verkehrsunfälle,Verletzte und Getötete,2010,201003,341,245,38.06,39.18,403
2312,Verkehrsunfälle,Verletzte und Getötete,2010,201004,216,416,-36.66,-48.08,386
2313,Verkehrsunfälle,Verletzte und Getötete,2010,201005,389,535,80.09,-27.29,374
2314,Verkehrsunfälle,Verletzte und Getötete,2010,201006,517,443,32.9,16.7,380
2315,Verkehrsunfälle,Verletzte und Getötete,2010,201007,721,556,39.46,29.68,394
2316,Verkehrsunfälle,Verletzte und Getötete,2010,201008,481,466,-33.29,3.22,395
2317,Verkehrsunfälle,Verletzte und Getötete,2010,201009,534,452,11.02,18.14,402
2318,Verkehrsunfälle,Verletzte und Getötete,2010,201010,524,432,-1.87,21.3,410
2319,Verkehrsunfälle,Verletzte und Getötete,2010,201011,383,366,-26.91,4.64,411
2320,Verkehrsunfälle,Verletzte und Getötete,2010,201012,277,391,-27.68,-29.16,402
2321,Verkehrsunfälle,Verletzte und Getötete,2009,Summe,4865,4751,NA,2.4,NA
2322,Verkehrsunfälle,Verletzte und Getötete,2009,200901,223,307,-18.01,-27.36,389
2323,Verkehrsunfälle,Verletzte und Getötete,2009,200902,340,340,52.47,0,389
2324,Verkehrsunfälle,Verletzte und Getötete,2009,200903,245,254,-27.94,-3.54,388
2325,Verkehrsunfälle,Verletzte und Getötete,2009,200904,416,355,69.8,17.18,393
2326,Verkehrsunfälle,Verletzte und Getötete,2009,200905,535,534,28.61,0.19,393
2327,Verkehrsunfälle,Verletzte und Getötete,2009,200906,443,473,-17.2,-6.34,391
2328,Verkehrsunfälle,Verletzte und Getötete,2009,200907,556,538,25.51,3.35,392
2329,Verkehrsunfälle,Verletzte und Getötete,2009,200908,466,480,-16.19,-2.92,391
2330,Verkehrsunfälle,Verletzte und Getötete,2009,200909,452,422,-3,7.11,394
2331,Verkehrsunfälle,Verletzte und Getötete,2009,200910,432,455,-4.42,-5.05,392
2332,Verkehrsunfälle,Verletzte und Getötete,2009,200911,366,321,-15.28,14.02,396
2333,Verkehrsunfälle,Verletzte und Getötete,2009,200912,391,272,6.83,43.75,405
2334,Verkehrsunfälle,Verletzte und Getötete,2008,Summe,4751,5223,NA,-9.04,NA
2335,Verkehrsunfälle,Verletzte und Getötete,2008,200801,307,268,-25.85,14.55,439
2336,Verkehrsunfälle,Verletzte und Getötete,2008,200802,340,277,10.75,22.74,444
2337,Verkehrsunfälle,Verletzte und Getötete,2008,200803,254,347,-25.29,-26.8,436
2338,Verkehrsunfälle,Verletzte und Getötete,2008,200804,355,500,39.76,-29,424
2339,Verkehrsunfälle,Verletzte und Getötete,2008,200805,534,591,50.42,-9.64,419
2340,Verkehrsunfälle,Verletzte und Getötete,2008,200806,473,535,-11.42,-11.59,414
2341,Verkehrsunfälle,Verletzte und Getötete,2008,200807,538,511,13.74,5.28,416
2342,Verkehrsunfälle,Verletzte und Getötete,2008,200808,480,422,-10.78,13.74,421
2343,Verkehrsunfälle,Verletzte und Getötete,2008,200809,422,462,-12.08,-8.66,418
2344,Verkehrsunfälle,Verletzte und Getötete,2008,200810,455,491,7.82,-7.33,415
2345,Verkehrsunfälle,Verletzte und Getötete,2008,200811,321,405,-29.45,-20.74,408
2346,Verkehrsunfälle,Verletzte und Getötete,2008,200812,272,414,-15.26,-34.3,396
2347,Verkehrsunfälle,Verletzte und Getötete,2007,Summe,5223,5804,NA,-10.01,NA
2348,Verkehrsunfälle,Verletzte und Getötete,2007,200701,268,364,-42.49,-26.37,476
2349,Verkehrsunfälle,Verletzte und Getötete,2007,200702,277,279,3.36,-0.72,476
2350,Verkehrsunfälle,Verletzte und Getötete,2007,200703,347,375,25.27,-7.47,473
2351,Verkehrsunfälle,Verletzte und Getötete,2007,200704,500,387,44.09,29.2,483
2352,Verkehrsunfälle,Verletzte und Getötete,2007,200705,591,564,18.2,4.79,485
2353,Verkehrsunfälle,Verletzte und Getötete,2007,200706,535,479,-9.48,11.69,490
2354,Verkehrsunfälle,Verletzte und Getötete,2007,200707,511,787,-4.49,-35.07,467
2355,Verkehrsunfälle,Verletzte und Getötete,2007,200708,422,513,-17.42,-17.74,459
2356,Verkehrsunfälle,Verletzte und Getötete,2007,200709,462,490,9.48,-5.71,457
2357,Verkehrsunfälle,Verletzte und Getötete,2007,200710,491,632,6.28,-22.31,445
2358,Verkehrsunfälle,Verletzte und Getötete,2007,200711,405,468,-17.52,-13.46,440
2359,Verkehrsunfälle,Verletzte und Getötete,2007,200712,414,466,2.22,-11.16,435
2360,Verkehrsunfälle,Verletzte und Getötete,2006,Summe,5804,6402,NA,-9.34,NA
2361,Verkehrsunfälle,Verletzte und Getötete,2006,200601,364,306,-20.87,18.95,538
2362,Verkehrsunfälle,Verletzte und Getötete,2006,200602,279,282,-23.35,-1.06,538
2363,Verkehrsunfälle,Verletzte und Getötete,2006,200603,375,385,34.41,-2.6,537
2364,Verkehrsunfälle,Verletzte und Getötete,2006,200604,387,514,3.2,-24.71,527
2365,Verkehrsunfälle,Verletzte und Getötete,2006,200605,564,618,45.74,-8.74,522
2366,Verkehrsunfälle,Verletzte und Getötete,2006,200606,479,729,-15.07,-34.29,501
2367,Verkehrsunfälle,Verletzte und Getötete,2006,200607,787,675,64.3,16.59,511
2368,Verkehrsunfälle,Verletzte und Getötete,2006,200608,513,582,-34.82,-11.86,505
2369,Verkehrsunfälle,Verletzte und Getötete,2006,200609,490,825,-4.48,-40.61,477
2370,Verkehrsunfälle,Verletzte und Getötete,2006,200610,632,568,28.98,11.27,482
2371,Verkehrsunfälle,Verletzte und Getötete,2006,200611,468,458,-25.95,2.18,483
2372,Verkehrsunfälle,Verletzte und Getötete,2006,200612,466,460,-0.43,1.3,484
2373,Verkehrsunfälle,Verletzte und Getötete,2005,Summe,6402,6219,NA,2.94,NA
