_id,Indikator,Auspragung,Jahr,Raumbezug,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
1401,Arbeitslose - Anteil,männlich,2021,22 Aubing - Lochhausen - Langwied,4.5,787.3,17508.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1402,Arbeitslose - Anteil,männlich,2021,23 Allach - Untermenzing,3.5,408.5,11645.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1403,Arbeitslose - Anteil,männlich,2021,24 Feldmoching - Hasenbergl,4.5,984.5,21787.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1404,Arbeitslose - Anteil,männlich,2021,25 Laim,4.6,915.8,19953.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1405,Arbeitslose - Anteil,männlich,2020,Stadt München,4.2,22983.5,552227.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1406,Arbeitslose - Anteil,männlich,2020,01 Altstadt - Lehel,3,235,7915.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1407,Arbeitslose - Anteil,männlich,2020,02 Ludwigsvorstadt - Isarvorstadt,4.3,918,21165.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1408,Arbeitslose - Anteil,männlich,2020,03 Maxvorstadt,3,630.5,20696,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1409,Arbeitslose - Anteil,männlich,2020,04 Schwabing - West,3,724.5,24143,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1410,Arbeitslose - Anteil,männlich,2020,05 Au - Haidhausen,3.6,805.8,22429.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1411,Arbeitslose - Anteil,männlich,2020,06 Sendling,4.7,722,15355,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1412,Arbeitslose - Anteil,männlich,2020,07 Sendling - Westpark,4.3,908.8,20964.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1413,Arbeitslose - Anteil,männlich,2020,08 Schwanthalerhöhe,4.6,522.3,11417,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1414,Arbeitslose - Anteil,männlich,2020,09 Neuhausen - Nymphenburg,3.5,1201.8,34710,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1415,Arbeitslose - Anteil,männlich,2020,10 Moosach,4.8,927.5,19405.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1416,Arbeitslose - Anteil,männlich,2020,11 Milbertshofen - Am Hart,4.5,1324.3,29194.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1417,Arbeitslose - Anteil,männlich,2020,12 Schwabing - Freimann,3.7,1098.8,29745,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1418,Arbeitslose - Anteil,männlich,2020,13 Bogenhausen,3.4,1007,29697,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1419,Arbeitslose - Anteil,männlich,2020,14 Berg am Laim,5.3,882.8,16671.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1420,Arbeitslose - Anteil,männlich,2020,15 Trudering - Riem,3.8,959,25352.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1421,Arbeitslose - Anteil,männlich,2020,16 Ramersdorf - Perlach,5.4,2131.3,39587.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1422,Arbeitslose - Anteil,männlich,2020,17 Obergiesing - Fasangarten,4.3,859.3,20187.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1423,Arbeitslose - Anteil,männlich,2020,18 Untergiesing - Harlaching,4.5,814.5,18221.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1424,Arbeitslose - Anteil,männlich,2020,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,4,1302.8,32768.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1425,Arbeitslose - Anteil,männlich,2020,20 Hadern,3.6,580,16078.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1426,Arbeitslose - Anteil,männlich,2020,21 Pasing - Obermenzing,4,1028.3,25775.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1427,Arbeitslose - Anteil,männlich,2020,22 Aubing - Lochhausen - Langwied,4.4,756,17031.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1428,Arbeitslose - Anteil,männlich,2020,23 Allach - Untermenzing,3.4,397.8,11661.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1429,Arbeitslose - Anteil,männlich,2020,24 Feldmoching - Hasenbergl,4.6,1011,21776.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1430,Arbeitslose - Anteil,männlich,2020,25 Laim,4.7,954,20277.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1431,Arbeitslose - Anteil,männlich,2019,Stadt München,2.9,15932.8,549109,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1432,Arbeitslose - Anteil,männlich,2019,01 Altstadt - Lehel,2.1,167,7920.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1433,Arbeitslose - Anteil,männlich,2019,02 Ludwigsvorstadt - Isarvorstadt,3,627.3,21145.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1434,Arbeitslose - Anteil,männlich,2019,03 Maxvorstadt,2.1,443.3,20651.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1435,Arbeitslose - Anteil,männlich,2019,04 Schwabing - West,2.1,516.8,24098,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1436,Arbeitslose - Anteil,männlich,2019,05 Au - Haidhausen,2.3,510.3,22328.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1437,Arbeitslose - Anteil,männlich,2019,06 Sendling,3.3,517.5,15451.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1438,Arbeitslose - Anteil,männlich,2019,07 Sendling - Westpark,3,631.8,20820.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1439,Arbeitslose - Anteil,männlich,2019,08 Schwanthalerhöhe,3.2,372.5,11572.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1440,Arbeitslose - Anteil,männlich,2019,09 Neuhausen - Nymphenburg,2.4,831.3,34580.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1441,Arbeitslose - Anteil,männlich,2019,10 Moosach,3.5,682,19461.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1442,Arbeitslose - Anteil,männlich,2019,11 Milbertshofen - Am Hart,3.1,908,29146.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1443,Arbeitslose - Anteil,männlich,2019,12 Schwabing - Freimann,2.7,804,29432.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1444,Arbeitslose - Anteil,männlich,2019,13 Bogenhausen,2.1,606.3,28976,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1445,Arbeitslose - Anteil,männlich,2019,14 Berg am Laim,3.9,646.3,16457.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1446,Arbeitslose - Anteil,männlich,2019,15 Trudering - Riem,2.9,740.5,25146.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1447,Arbeitslose - Anteil,männlich,2019,16 Ramersdorf - Perlach,3.7,1454,39226,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1448,Arbeitslose - Anteil,männlich,2019,17 Obergiesing - Fasangarten,3,617,20257.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1449,Arbeitslose - Anteil,männlich,2019,18 Untergiesing - Harlaching,3.1,561.3,18136.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1450,Arbeitslose - Anteil,männlich,2019,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.7,874.8,32537.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1451,Arbeitslose - Anteil,männlich,2019,20 Hadern,2.5,398.3,16023.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1452,Arbeitslose - Anteil,männlich,2019,21 Pasing - Obermenzing,2.8,694.5,25162.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1453,Arbeitslose - Anteil,männlich,2019,22 Aubing - Lochhausen - Langwied,3,502.8,16790.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1454,Arbeitslose - Anteil,männlich,2019,23 Allach - Untermenzing,2.1,254.5,11868.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1455,Arbeitslose - Anteil,männlich,2019,24 Feldmoching - Hasenbergl,3.3,702.5,21588.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1456,Arbeitslose - Anteil,männlich,2019,25 Laim,3.2,649.5,20327,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1457,Arbeitslose - Anteil,männlich,2018,Stadt München,3.1,16735.3,541867.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1458,Arbeitslose - Anteil,männlich,2018,01 Altstadt - Lehel,2.2,175.3,7917.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1459,Arbeitslose - Anteil,männlich,2018,02 Ludwigsvorstadt - Isarvorstadt,3.1,664.5,21097.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1460,Arbeitslose - Anteil,männlich,2018,03 Maxvorstadt,2.1,433,20505.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1461,Arbeitslose - Anteil,männlich,2018,04 Schwabing - West,2.3,543.8,23827,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1462,Arbeitslose - Anteil,männlich,2018,05 Au - Haidhausen,2.5,546,22132,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1463,Arbeitslose - Anteil,männlich,2018,06 Sendling,3.7,565,15365.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1464,Arbeitslose - Anteil,männlich,2018,07 Sendling - Westpark,3.2,665,20556.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1465,Arbeitslose - Anteil,männlich,2018,08 Schwanthalerhöhe,3.4,390.8,11617.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1466,Arbeitslose - Anteil,männlich,2018,09 Neuhausen - Nymphenburg,2.4,841.8,34503.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1467,Arbeitslose - Anteil,männlich,2018,10 Moosach,3.7,706.8,19064.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1468,Arbeitslose - Anteil,männlich,2018,11 Milbertshofen - Am Hart,3.6,1019.5,28657.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1469,Arbeitslose - Anteil,männlich,2018,12 Schwabing - Freimann,2.7,772.5,28993.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1470,Arbeitslose - Anteil,männlich,2018,13 Bogenhausen,2.3,655,28179,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1471,Arbeitslose - Anteil,männlich,2018,14 Berg am Laim,4.1,666.8,16108.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1472,Arbeitslose - Anteil,männlich,2018,15 Trudering - Riem,3.2,798.8,24808.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1473,Arbeitslose - Anteil,männlich,2018,16 Ramersdorf - Perlach,4,1553.3,38485,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1474,Arbeitslose - Anteil,männlich,2018,17 Obergiesing - Fasangarten,3.2,645.5,20111.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1475,Arbeitslose - Anteil,männlich,2018,18 Untergiesing - Harlaching,3.3,597.5,18096.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1476,Arbeitslose - Anteil,männlich,2018,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.8,910.3,32156.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1477,Arbeitslose - Anteil,männlich,2018,20 Hadern,2.7,430,15851,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1478,Arbeitslose - Anteil,männlich,2018,21 Pasing - Obermenzing,2.8,702,24705,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1479,Arbeitslose - Anteil,männlich,2018,22 Aubing - Lochhausen - Langwied,3.1,504.8,16272.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1480,Arbeitslose - Anteil,männlich,2018,23 Allach - Untermenzing,2.5,285.5,11486,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1481,Arbeitslose - Anteil,männlich,2018,24 Feldmoching - Hasenbergl,3.6,767.3,21355.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1482,Arbeitslose - Anteil,männlich,2018,25 Laim,3.5,694.5,20012.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1483,Arbeitslose - Anteil,männlich,2017,Stadt München,3.4,18430.5,545137.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1484,Arbeitslose - Anteil,männlich,2017,01 Altstadt - Lehel,2,163,8059.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1485,Arbeitslose - Anteil,männlich,2017,02 Ludwigsvorstadt - Isarvorstadt,3.3,727.5,22015.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1486,Arbeitslose - Anteil,männlich,2017,03 Maxvorstadt,2.2,471.8,21193,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1487,Arbeitslose - Anteil,männlich,2017,04 Schwabing - West,2.5,601.5,24167.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1488,Arbeitslose - Anteil,männlich,2017,05 Au - Haidhausen,2.8,640,22489.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1489,Arbeitslose - Anteil,männlich,2017,06 Sendling,4,626,15502.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1490,Arbeitslose - Anteil,männlich,2017,07 Sendling - Westpark,3.7,760.3,20576,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1491,Arbeitslose - Anteil,männlich,2017,08 Schwanthalerhöhe,3.5,415.3,11851.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1492,Arbeitslose - Anteil,männlich,2017,09 Neuhausen - Nymphenburg,2.7,950.5,34815,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1493,Arbeitslose - Anteil,männlich,2017,10 Moosach,4.2,792.3,19062,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1494,Arbeitslose - Anteil,männlich,2017,11 Milbertshofen - Am Hart,4.1,1204.5,29135.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1495,Arbeitslose - Anteil,männlich,2017,12 Schwabing - Freimann,2.8,818.3,29129.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1496,Arbeitslose - Anteil,männlich,2017,13 Bogenhausen,2.5,713,28182.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1497,Arbeitslose - Anteil,männlich,2017,14 Berg am Laim,4.6,742.3,16103.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1498,Arbeitslose - Anteil,männlich,2017,15 Trudering - Riem,3.2,777.8,24545.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1499,Arbeitslose - Anteil,männlich,2017,16 Ramersdorf - Perlach,4.4,1679.3,38252.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1500,Arbeitslose - Anteil,männlich,2017,17 Obergiesing - Fasangarten,3.7,747.3,20352.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1501,Arbeitslose - Anteil,männlich,2017,18 Untergiesing - Harlaching,3.6,674.3,18477,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1502,Arbeitslose - Anteil,männlich,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3.2,1027.5,32109.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1503,Arbeitslose - Anteil,männlich,2017,20 Hadern,2.9,460.8,15992.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1504,Arbeitslose - Anteil,männlich,2017,21 Pasing - Obermenzing,3.3,805.8,24773.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1505,Arbeitslose - Anteil,männlich,2017,22 Aubing - Lochhausen - Langwied,3.3,522.8,15866.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1506,Arbeitslose - Anteil,männlich,2017,23 Allach - Untermenzing,2.6,298.3,11303.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1507,Arbeitslose - Anteil,männlich,2017,24 Feldmoching - Hasenbergl,4.1,879,21206.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1508,Arbeitslose - Anteil,männlich,2017,25 Laim,3.7,740.3,19973.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1509,Arbeitslose - Anteil,männlich,2016,Stadt München,3.7,19947.8,545928,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1510,Arbeitslose - Anteil,männlich,2016,01 Altstadt - Lehel,2.2,179,8142.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1511,Arbeitslose - Anteil,männlich,2016,02 Ludwigsvorstadt - Isarvorstadt,3.5,796.3,22621.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1512,Arbeitslose - Anteil,männlich,2016,03 Maxvorstadt,2.5,554.3,22035.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1513,Arbeitslose - Anteil,männlich,2016,04 Schwabing - West,2.7,657.5,24211,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1514,Arbeitslose - Anteil,männlich,2016,05 Au - Haidhausen,3.2,725.3,22613.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1515,Arbeitslose - Anteil,männlich,2016,06 Sendling,4.1,640.8,15516.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1516,Arbeitslose - Anteil,männlich,2016,07 Sendling - Westpark,4.1,850.5,20664.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1517,Arbeitslose - Anteil,männlich,2016,08 Schwanthalerhöhe,4.1,493,11990.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1518,Arbeitslose - Anteil,männlich,2016,09 Neuhausen - Nymphenburg,3,1033.8,34747.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1519,Arbeitslose - Anteil,männlich,2016,10 Moosach,4.9,932.8,18928.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1520,Arbeitslose - Anteil,männlich,2016,11 Milbertshofen - Am Hart,4.6,1350.8,29256,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1521,Arbeitslose - Anteil,männlich,2016,12 Schwabing - Freimann,2.9,840.3,29481.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1522,Arbeitslose - Anteil,männlich,2016,13 Bogenhausen,2.7,760,28437.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1523,Arbeitslose - Anteil,männlich,2016,14 Berg am Laim,4.7,764.3,16113.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1524,Arbeitslose - Anteil,männlich,2016,15 Trudering - Riem,3.2,784.3,24193,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1525,Arbeitslose - Anteil,männlich,2016,16 Ramersdorf - Perlach,4.6,1753.5,37764.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1526,Arbeitslose - Anteil,männlich,2016,17 Obergiesing - Fasangarten,3.9,796.5,20447.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1527,Arbeitslose - Anteil,männlich,2016,18 Untergiesing - Harlaching,4.1,773,18908,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1528,Arbeitslose - Anteil,männlich,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,3.3,1039.3,31695.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1529,Arbeitslose - Anteil,männlich,2016,20 Hadern,3.3,530,16237.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1530,Arbeitslose - Anteil,männlich,2016,21 Pasing - Obermenzing,3.5,863.8,24536,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1531,Arbeitslose - Anteil,männlich,2016,22 Aubing - Lochhausen - Langwied,3.6,547,15174.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1532,Arbeitslose - Anteil,männlich,2016,23 Allach - Untermenzing,3,327.8,10854.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1533,Arbeitslose - Anteil,männlich,2016,24 Feldmoching - Hasenbergl,4.4,963.5,21704.3,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1534,Arbeitslose - Anteil,männlich,2016,25 Laim,4.1,803,19652,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1535,Arbeitslose - Anteil,männlich,2015,Stadt München,3.9,21007.3,534551,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1536,Arbeitslose - Anteil,männlich,2015,01 Altstadt - Lehel,2.5,198.3,7955.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1537,Arbeitslose - Anteil,männlich,2015,02 Ludwigsvorstadt - Isarvorstadt,4,890.3,22116.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1538,Arbeitslose - Anteil,männlich,2015,03 Maxvorstadt,2.8,619.5,21769,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1539,Arbeitslose - Anteil,männlich,2015,04 Schwabing - West,3,726,23826,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1540,Arbeitslose - Anteil,männlich,2015,05 Au - Haidhausen,3.2,712,22389.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1541,Arbeitslose - Anteil,männlich,2015,06 Sendling,4.4,672.8,15407.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1542,Arbeitslose - Anteil,männlich,2015,07 Sendling - Westpark,4.7,950.3,20216,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1543,Arbeitslose - Anteil,männlich,2015,08 Schwanthalerhöhe,4.3,518.5,11940.8,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1544,Arbeitslose - Anteil,männlich,2015,09 Neuhausen - Nymphenburg,3.3,1147.3,34457,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1545,Arbeitslose - Anteil,männlich,2015,10 Moosach,5.1,968.3,19081,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
1546,Arbeitslose - Anteil,männlich,2015,11 Milbertshofen - Am Hart,5,1434.8,28824.5,Arbeitslose (männlich),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (männlich)
