_id,Indikator,Auspragung,Jahr,Raumbezug,Indikatorwert,Basiswert 1,Basiswert 2,Name Basiswert 1,Name Basiswert 2
142,Arbeitslose - Anteil,deutsch,2019,11 Milbertshofen - Am Hart,2.9,836,29025,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
143,Arbeitslose - Anteil,deutsch,2019,12 Schwabing - Freimann,2.3,836.5,36958,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
144,Arbeitslose - Anteil,deutsch,2019,13 Bogenhausen,1.8,762,41619.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
145,Arbeitslose - Anteil,deutsch,2019,14 Berg am Laim,3.1,617.3,20208.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
146,Arbeitslose - Anteil,deutsch,2019,15 Trudering - Riem,2.2,772,35607.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
147,Arbeitslose - Anteil,deutsch,2019,16 Ramersdorf - Perlach,3.1,1424.8,45998.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
148,Arbeitslose - Anteil,deutsch,2019,17 Obergiesing - Fasangarten,2.4,612.5,25694,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
149,Arbeitslose - Anteil,deutsch,2019,18 Untergiesing - Harlaching,2.3,599.5,26320.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
150,Arbeitslose - Anteil,deutsch,2019,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.2,936.8,42707.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
151,Arbeitslose - Anteil,deutsch,2019,20 Hadern,2.1,451.5,21416.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
152,Arbeitslose - Anteil,deutsch,2019,21 Pasing - Obermenzing,2.1,736.3,35868,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
153,Arbeitslose - Anteil,deutsch,2019,22 Aubing - Lochhausen - Langwied,2.4,479.3,20313.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
154,Arbeitslose - Anteil,deutsch,2019,23 Allach - Untermenzing,1.6,259.3,15864.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
155,Arbeitslose - Anteil,deutsch,2019,24 Feldmoching - Hasenbergl,2.8,688.3,25015.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
156,Arbeitslose - Anteil,deutsch,2019,25 Laim,2.3,606.5,26597.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
157,Arbeitslose - Anteil,deutsch,2018,Stadt München,2.4,17671,721293.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
158,Arbeitslose - Anteil,deutsch,2018,01 Altstadt - Lehel,2,212.5,10885,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
159,Arbeitslose - Anteil,deutsch,2018,02 Ludwigsvorstadt - Isarvorstadt,2.5,714.8,28099,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
160,Arbeitslose - Anteil,deutsch,2018,03 Maxvorstadt,2.1,604.3,29346.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
161,Arbeitslose - Anteil,deutsch,2018,04 Schwabing - West,2,736.8,36447.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
162,Arbeitslose - Anteil,deutsch,2018,05 Au - Haidhausen,2.1,709.5,33212.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
163,Arbeitslose - Anteil,deutsch,2018,06 Sendling,2.7,591.8,21566.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
164,Arbeitslose - Anteil,deutsch,2018,07 Sendling - Westpark,2.5,689.3,27494,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
165,Arbeitslose - Anteil,deutsch,2018,08 Schwanthalerhöhe,2.6,368.8,14369,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
166,Arbeitslose - Anteil,deutsch,2018,09 Neuhausen - Nymphenburg,2.1,1035.3,50159.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
167,Arbeitslose - Anteil,deutsch,2018,10 Moosach,2.8,666.8,23499,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
168,Arbeitslose - Anteil,deutsch,2018,11 Milbertshofen - Am Hart,3.2,931,28687.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
169,Arbeitslose - Anteil,deutsch,2018,12 Schwabing - Freimann,2.3,841.5,36804.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
170,Arbeitslose - Anteil,deutsch,2018,13 Bogenhausen,1.9,795.5,40953,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
171,Arbeitslose - Anteil,deutsch,2018,14 Berg am Laim,3.3,660,20003.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
172,Arbeitslose - Anteil,deutsch,2018,15 Trudering - Riem,2.3,804.3,35314.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
173,Arbeitslose - Anteil,deutsch,2018,16 Ramersdorf - Perlach,3.2,1476.8,45638,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
174,Arbeitslose - Anteil,deutsch,2018,17 Obergiesing - Fasangarten,2.6,668.5,25603,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
175,Arbeitslose - Anteil,deutsch,2018,18 Untergiesing - Harlaching,2.4,627.5,26317,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
176,Arbeitslose - Anteil,deutsch,2018,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.3,976,42467.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
177,Arbeitslose - Anteil,deutsch,2018,20 Hadern,2.3,495.5,21506.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
178,Arbeitslose - Anteil,deutsch,2018,21 Pasing - Obermenzing,2.1,745.3,35709,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
179,Arbeitslose - Anteil,deutsch,2018,22 Aubing - Lochhausen - Langwied,2.4,487.5,20078.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
180,Arbeitslose - Anteil,deutsch,2018,23 Allach - Untermenzing,1.7,270.3,15587,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
181,Arbeitslose - Anteil,deutsch,2018,24 Feldmoching - Hasenbergl,3,752.5,24933.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
182,Arbeitslose - Anteil,deutsch,2018,25 Laim,2.5,666.3,26612.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
183,Arbeitslose - Anteil,deutsch,2017,Stadt München,2.6,19087.3,721872.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
184,Arbeitslose - Anteil,deutsch,2017,01 Altstadt - Lehel,1.8,199,10889,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
185,Arbeitslose - Anteil,deutsch,2017,02 Ludwigsvorstadt - Isarvorstadt,2.6,730.3,28197,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
186,Arbeitslose - Anteil,deutsch,2017,03 Maxvorstadt,2.1,618.8,29626.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
187,Arbeitslose - Anteil,deutsch,2017,04 Schwabing - West,2.1,767.3,36618.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
188,Arbeitslose - Anteil,deutsch,2017,05 Au - Haidhausen,2.4,789,33271.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
189,Arbeitslose - Anteil,deutsch,2017,06 Sendling,2.9,625,21465.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
190,Arbeitslose - Anteil,deutsch,2017,07 Sendling - Westpark,2.7,744.8,27564.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
191,Arbeitslose - Anteil,deutsch,2017,08 Schwanthalerhöhe,2.7,393.8,14349.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
192,Arbeitslose - Anteil,deutsch,2017,09 Neuhausen - Nymphenburg,2.3,1135.8,50281.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
193,Arbeitslose - Anteil,deutsch,2017,10 Moosach,3.3,768.5,23555.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
194,Arbeitslose - Anteil,deutsch,2017,11 Milbertshofen - Am Hart,3.8,1088.8,28935.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
195,Arbeitslose - Anteil,deutsch,2017,12 Schwabing - Freimann,2.4,878.8,36559.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
196,Arbeitslose - Anteil,deutsch,2017,13 Bogenhausen,2,829.8,40746.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
197,Arbeitslose - Anteil,deutsch,2017,14 Berg am Laim,3.5,709,20002.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
198,Arbeitslose - Anteil,deutsch,2017,15 Trudering - Riem,2.4,842,34995.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
199,Arbeitslose - Anteil,deutsch,2017,16 Ramersdorf - Perlach,3.5,1580.5,45464.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
200,Arbeitslose - Anteil,deutsch,2017,17 Obergiesing - Fasangarten,2.9,750,25666.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
201,Arbeitslose - Anteil,deutsch,2017,18 Untergiesing - Harlaching,2.7,721.8,26411.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
202,Arbeitslose - Anteil,deutsch,2017,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.5,1066.8,42555.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
203,Arbeitslose - Anteil,deutsch,2017,20 Hadern,2.4,515.3,21631,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
204,Arbeitslose - Anteil,deutsch,2017,21 Pasing - Obermenzing,2.3,819.3,35844,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
205,Arbeitslose - Anteil,deutsch,2017,22 Aubing - Lochhausen - Langwied,2.5,499.8,19908.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
206,Arbeitslose - Anteil,deutsch,2017,23 Allach - Untermenzing,1.8,284.5,15630.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
207,Arbeitslose - Anteil,deutsch,2017,24 Feldmoching - Hasenbergl,3.4,847.8,24952,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
208,Arbeitslose - Anteil,deutsch,2017,25 Laim,2.8,739.3,26749.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
209,Arbeitslose - Anteil,deutsch,2016,Stadt München,2.9,20693.8,721055,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
210,Arbeitslose - Anteil,deutsch,2016,01 Altstadt - Lehel,2.1,227.5,10997.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
211,Arbeitslose - Anteil,deutsch,2016,02 Ludwigsvorstadt - Isarvorstadt,2.8,777.3,28250.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
212,Arbeitslose - Anteil,deutsch,2016,03 Maxvorstadt,2.4,709.3,29786,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
213,Arbeitslose - Anteil,deutsch,2016,04 Schwabing - West,2.3,838.8,36466.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
214,Arbeitslose - Anteil,deutsch,2016,05 Au - Haidhausen,2.6,865,33212.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
215,Arbeitslose - Anteil,deutsch,2016,06 Sendling,3.2,694.5,21397.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
216,Arbeitslose - Anteil,deutsch,2016,07 Sendling - Westpark,3,829.3,27308.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
217,Arbeitslose - Anteil,deutsch,2016,08 Schwanthalerhöhe,3.2,461.3,14343.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
218,Arbeitslose - Anteil,deutsch,2016,09 Neuhausen - Nymphenburg,2.4,1190.3,50222.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
219,Arbeitslose - Anteil,deutsch,2016,10 Moosach,3.6,861,23644.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
220,Arbeitslose - Anteil,deutsch,2016,11 Milbertshofen - Am Hart,4.1,1176,28980,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
221,Arbeitslose - Anteil,deutsch,2016,12 Schwabing - Freimann,2.7,967.8,36223,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
222,Arbeitslose - Anteil,deutsch,2016,13 Bogenhausen,2.3,922,40943.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
223,Arbeitslose - Anteil,deutsch,2016,14 Berg am Laim,3.7,734.5,19914.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
224,Arbeitslose - Anteil,deutsch,2016,15 Trudering - Riem,2.5,866.3,34692.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
225,Arbeitslose - Anteil,deutsch,2016,16 Ramersdorf - Perlach,3.7,1672,45065.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
226,Arbeitslose - Anteil,deutsch,2016,17 Obergiesing - Fasangarten,3.1,785.8,25755.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
227,Arbeitslose - Anteil,deutsch,2016,18 Untergiesing - Harlaching,3.1,807.8,26458.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
228,Arbeitslose - Anteil,deutsch,2016,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.6,1122.5,42551.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
229,Arbeitslose - Anteil,deutsch,2016,20 Hadern,2.7,578,21800.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
230,Arbeitslose - Anteil,deutsch,2016,21 Pasing - Obermenzing,2.4,874.3,35947,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
231,Arbeitslose - Anteil,deutsch,2016,22 Aubing - Lochhausen - Langwied,2.7,528,19700.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
232,Arbeitslose - Anteil,deutsch,2016,23 Allach - Untermenzing,2,314.8,15595.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
233,Arbeitslose - Anteil,deutsch,2016,24 Feldmoching - Hasenbergl,3.7,935.3,24996.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
234,Arbeitslose - Anteil,deutsch,2016,25 Laim,3,815.5,26802.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
235,Arbeitslose - Anteil,deutsch,2015,Stadt München,3.1,22226,719678.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
236,Arbeitslose - Anteil,deutsch,2015,01 Altstadt - Lehel,2.3,252,10946.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
237,Arbeitslose - Anteil,deutsch,2015,02 Ludwigsvorstadt - Isarvorstadt,3.2,901.5,28110,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
238,Arbeitslose - Anteil,deutsch,2015,03 Maxvorstadt,2.6,782,30133.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
239,Arbeitslose - Anteil,deutsch,2015,04 Schwabing - West,2.5,919.5,36241,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
240,Arbeitslose - Anteil,deutsch,2015,05 Au - Haidhausen,2.5,845.5,33362.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
241,Arbeitslose - Anteil,deutsch,2015,06 Sendling,3.5,749.3,21317.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
242,Arbeitslose - Anteil,deutsch,2015,07 Sendling - Westpark,3.4,915.3,27020.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
243,Arbeitslose - Anteil,deutsch,2015,08 Schwanthalerhöhe,3.3,479.8,14430.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
244,Arbeitslose - Anteil,deutsch,2015,09 Neuhausen - Nymphenburg,2.6,1332.5,50364.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
245,Arbeitslose - Anteil,deutsch,2015,10 Moosach,3.9,910,23621.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
246,Arbeitslose - Anteil,deutsch,2015,11 Milbertshofen - Am Hart,4.4,1291.3,29130,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
247,Arbeitslose - Anteil,deutsch,2015,12 Schwabing - Freimann,2.8,1007.3,35668.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
248,Arbeitslose - Anteil,deutsch,2015,13 Bogenhausen,2.4,980.5,41080.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
249,Arbeitslose - Anteil,deutsch,2015,14 Berg am Laim,3.7,738.8,19851,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
250,Arbeitslose - Anteil,deutsch,2015,15 Trudering - Riem,2.5,858.5,34400.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
251,Arbeitslose - Anteil,deutsch,2015,16 Ramersdorf - Perlach,4,1795,45114.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
252,Arbeitslose - Anteil,deutsch,2015,17 Obergiesing - Fasangarten,3.3,860.3,25685.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
253,Arbeitslose - Anteil,deutsch,2015,18 Untergiesing - Harlaching,3.2,852.8,26408.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
254,Arbeitslose - Anteil,deutsch,2015,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.8,1193.3,42480,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
255,Arbeitslose - Anteil,deutsch,2015,20 Hadern,2.9,638.5,21883,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
256,Arbeitslose - Anteil,deutsch,2015,21 Pasing - Obermenzing,2.6,945.5,35686.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
257,Arbeitslose - Anteil,deutsch,2015,22 Aubing - Lochhausen - Langwied,3,580.8,19381.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
258,Arbeitslose - Anteil,deutsch,2015,23 Allach - Untermenzing,2.4,375,15630.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
259,Arbeitslose - Anteil,deutsch,2015,24 Feldmoching - Hasenbergl,4.1,1016.3,24960.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
260,Arbeitslose - Anteil,deutsch,2015,25 Laim,3.1,826.8,26770,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
261,Arbeitslose - Anteil,deutsch,2014,Stadt München,3.2,23245.5,718577.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
262,Arbeitslose - Anteil,deutsch,2014,01 Altstadt - Lehel,2.4,263.5,10909.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
263,Arbeitslose - Anteil,deutsch,2014,02 Ludwigsvorstadt - Isarvorstadt,3.4,959.8,27935.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
264,Arbeitslose - Anteil,deutsch,2014,03 Maxvorstadt,2.7,817.3,30159,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
265,Arbeitslose - Anteil,deutsch,2014,04 Schwabing - West,2.6,938.3,36098.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
266,Arbeitslose - Anteil,deutsch,2014,05 Au - Haidhausen,2.7,888.3,33233.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
267,Arbeitslose - Anteil,deutsch,2014,06 Sendling,3.8,800,21293,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
268,Arbeitslose - Anteil,deutsch,2014,07 Sendling - Westpark,3.5,927,26731,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
269,Arbeitslose - Anteil,deutsch,2014,08 Schwanthalerhöhe,3.7,528,14411.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
270,Arbeitslose - Anteil,deutsch,2014,09 Neuhausen - Nymphenburg,2.8,1394.8,50487.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
271,Arbeitslose - Anteil,deutsch,2014,10 Moosach,4.2,999.3,23609,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
272,Arbeitslose - Anteil,deutsch,2014,11 Milbertshofen - Am Hart,4.7,1382.3,29397.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
273,Arbeitslose - Anteil,deutsch,2014,12 Schwabing - Freimann,2.9,1026.5,35589.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
274,Arbeitslose - Anteil,deutsch,2014,13 Bogenhausen,2.5,1009.5,41125.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
275,Arbeitslose - Anteil,deutsch,2014,14 Berg am Laim,3.9,775.8,19839.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
276,Arbeitslose - Anteil,deutsch,2014,15 Trudering - Riem,2.7,909.8,34011,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
277,Arbeitslose - Anteil,deutsch,2014,16 Ramersdorf - Perlach,4.2,1905.8,45257.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
278,Arbeitslose - Anteil,deutsch,2014,17 Obergiesing - Fasangarten,3.6,902.3,25120.3,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
279,Arbeitslose - Anteil,deutsch,2014,18 Untergiesing - Harlaching,3.3,880,26500.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
280,Arbeitslose - Anteil,deutsch,2014,19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln,2.9,1239.8,42142.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
281,Arbeitslose - Anteil,deutsch,2014,20 Hadern,3,652.3,22066.5,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
282,Arbeitslose - Anteil,deutsch,2014,21 Pasing - Obermenzing,2.7,975.8,35759.8,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
283,Arbeitslose - Anteil,deutsch,2014,22 Aubing - Lochhausen - Langwied,3.2,623.3,19483,Arbeitslose (deutsch),Hauptwohnsitzbevölkerung (15 bis 64 Jahre) (deutsch)
